date,equity,trade_number,rolling_peak,drawdown_sek,drawdown_pct
2026-05-19,10100.728970303584,30,10100.728970303584,0.0,0.0
2026-05-19,10092.075784742594,31,10100.728970303584,-8.653185560990096,-0.0008566892138607285
2026-05-19,10093.471760197188,32,10100.728970303584,-7.257210106396087,-0.000718483797331082
2026-05-19,10083.737759709575,33,10100.728970303584,-16.991210594009317,-0.0016821766670468419
2026-05-20,10091.163702614142,34,10100.728970303584,-9.565267689442408,-0.0009469878577640367
2026-05-20,10095.978258611025,35,10100.728970303584,-4.75071169255898,-0.00047033354785841475
2026-05-21,10101.757797114302,36,10101.757797114302,0.0,0.0
2026-05-21,10110.736543482768,37,10110.736543482768,0.0,0.0
2026-05-21,10109.489161209704,38,10110.736543482768,-1.2473822730644315,-0.0001233720478918121
2026-05-21,10113.427463455051,39,10113.427463455051,0.0,0.0
2026-05-22,10125.825674308964,40,10125.825674308964,0.0,0.0
2026-05-22,10129.940598395073,41,10129.940598395073,0.0,0.0
2026-05-25,10136.660247540098,42,10136.660247540098,0.0,0.0
2026-05-25,10142.581369875432,43,10142.581369875432,0.0,0.0
2026-06-01,10132.341044097848,44,10142.581369875432,-10.240325777584076,-0.0010096370346112105
2026-06-01,10135.148306418992,45,10142.581369875432,-7.433063456439413,-0.000732857167753842
2026-06-02,10150.02231608957,46,10150.02231608957,0.0,0.0
2026-06-03,10165.644179273437,47,10165.644179273437,0.0,0.0
2026-06-03,10169.614085928875,48,10169.614085928875,0.0,0.0
2026-06-03,10161.974521977452,49,10169.614085928875,-7.6395639514230425,-0.0007512147350796639
2026-06-04,10157.35979816074,50,10169.614085928875,-12.254287768135327,-0.0012049904415832868
2026-06-04,10147.995342883278,51,10169.614085928875,-21.618743045597512,-0.0021258174462598367
2026-06-05,10154.218443426867,52,10169.614085928875,-15.395642502007831,-0.001513886600997938
2026-06-09,10147.689048909875,53,10169.614085928875,-21.92503701900023,-0.0021559359906623277
2026-06-10,10151.315931083496,54,10169.614085928875,-18.29815484537903,-0.0017992968750600857
2026-06-11,10156.045247977578,55,10169.614085928875,-13.56883795129761,-0.001334252985083495
2026-06-11,10157.780068523592,56,10169.614085928875,-11.834017405282793,-0.0011636643539558733
2026-06-12,10165.065894971642,57,10169.614085928875,-4.548190957233601,-0.0004472333875015222
2026-06-12,10174.59523619821,58,10174.59523619821,0.0,0.0
2026-06-12,10166.465086783817,59,10174.59523619821,-8.1301494143936,-0.000799063670412048
2026-06-12,10176.022603426378,60,10176.022603426378,0.0,0.0
2026-06-12,10166.676613873644,61,10176.022603426378,-9.345989552733954,-0.0009184324678668254
2026-06-16,10162.22770771199,62,10176.022603426378,-13.794895714387167,-0.0013556274638916177
2026-06-17,10170.259351080436,63,10176.022603426378,-5.76325234594151,-0.0005663560872988249
2026-06-17,10179.7139373636,64,10179.7139373636,0.0,0.0
2026-06-18,10177.373408996538,65,10179.7139373636,-2.340528367061779,-0.00022992083878414782
2026-06-25,10178.697309765064,66,10179.7139373636,-1.016627598535706,-9.986799283268066e-05
2026-06-26,10180.34947906794,67,10180.34947906794,0.0,0.0
2026-06-30,10185.58464799993,68,10185.58464799993,0.0,0.0
2026-06-30,10191.50156183276,69,10191.50156183276,0.0,0.0
2026-06-30,10197.656583855933,70,10197.656583855933,0.0,0.0
2026-06-30,10202.536583173931,71,10202.536583173931,0.0,0.0
2026-07-01,10195.945681540481,72,10202.536583173931,-6.590901633449903,-0.0006460061750055424
