date,ticker,entry_time,exit_time,exit_reason,entry_price,stop_price,target_price,exit_price,gap,opening_range_pct,gross_return,net_return,trade_number,pnl,equity
2026-04-30,ERIC-B.ST,2026-04-30 10:00:00,2026-04-30 12:15:00,target,107.0999984741211,105.75,108.44999694824219,108.44999694824219,0.005188708035451128,0.011820330969267046,0.012605027949158076,0.012105027949158076,15,12.1604175757371,10057.917954701354
2026-05-04,SEB-A.ST,2026-05-04 09:40:00,2026-05-04 11:35:00,stop,182.4499969482422,180.4499969482422,184.4499969482422,180.4499969482422,0.015712699773900995,0.008312552094031034,-0.010961907555237516,-0.011461907555237516,16,-11.528292579495051,10046.38966212186
2026-05-06,ALFA.ST,2026-05-06 09:35:00,2026-05-06 13:50:00,target,559.2000122070312,552.4000244140625,566.0,566.0,0.018362101447472412,0.011947819142365423,0.012160206803520701,0.0116602068035207,17,11.714298108909334,10058.103960230768
2026-05-06,SEB-A.ST,2026-05-06 09:40:00,2026-05-06 10:50:00,target,182.9499969482422,181.5,184.39999389648438,184.39999389648438,0.019932552898989986,0.008264462809917328,0.007925646200761527,0.0074256462007615265,18,7.468792145915208,10065.572752376684
2026-05-06,SHB-A.ST,2026-05-06 10:35:00,2026-05-06 11:00:00,target,130.8000030517578,129.85000610351562,131.75,131.75,0.006960509475967491,0.007316110154703015,0.007262973440958387,0.006762973440958386,19,6.807320119235792,10072.38007249592
2026-05-07,ALFA.ST,2026-05-07 09:35:00,2026-05-07 10:35:00,stop,570.4000244140625,564.7999877929688,576.0000610351562,564.7999877929688,0.025604062084620294,0.009915079217647671,-0.009817735591519883,-0.010317735591519883,20,-10.392415436530678,10061.98765705939
2026-05-11,ERIC-B.ST,2026-05-11 09:55:00,2026-05-11 15:30:00,target,111.4000015258789,109.55000305175781,113.25,113.25,0.0013655123164544314,0.015974440449565197,0.016606808337352952,0.01610680833735295,21,16.206650668506665,10078.194307727896
2026-05-11,SHB-A.ST,2026-05-11 10:10:00,2026-05-11 17:25:00,close,129.5500030517578,128.64999389648438,130.45001220703125,129.64999389648438,0.006614833490393934,0.006995796330916404,0.0007718320522664968,0.00027183205226649675,22,0.27395762418101993,10078.468265352076
2026-05-11,SEB-A.ST,2026-05-11 10:10:00,2026-05-11 15:50:00,target,180.9499969482422,179.9499969482422,181.9499969482422,181.9499969482422,0.0044469320672579915,0.005557099288463041,0.005526388598315446,0.0050263885983154455,23,5.065829797744972,10083.53409514982
2026-05-12,ERIC-B.ST,2026-05-12 09:35:00,2026-05-12 17:25:00,close,116.19999694824219,113.8499984741211,118.54999542236328,114.30000305175781,0.03909093683416187,0.018884510801004728,-0.016351066664232916,-0.016851066664232917,24,-16.991830524843518,10066.542264624977
2026-05-13,ERIC-B.ST,2026-05-13 10:00:00,2026-05-13 12:55:00,close,116.0,113.8499984741211,118.1500015258789,118.0,0.0043744530765550405,0.023276254382043504,0.01724137931034475,0.01674137931034475,25,16.852780239570357,10083.395044864548
2026-05-19,ALFA.ST,2026-05-19 09:35:00,2026-05-19 12:35:00,target,545.0,540.2000122070312,549.7999877929688,549.7999877929688,0.015384638287113006,0.007404664771586411,0.008807317051318764,0.008307317051318763,26,8.376595959138639,10091.771640823687
2026-05-19,SHB-A.ST,2026-05-19 09:40:00,2026-05-19 17:25:00,close,132.75,131.64999389648438,133.85000610351562,133.0,0.012692260742187544,0.007975716676321465,0.0018832391713747842,0.0013832391713747842,27,1.3959333842156503,10093.167574207902
2026-05-19,ERIC-B.ST,2026-05-19 09:50:00,2026-05-19 12:00:00,stop,120.30000305175781,119.19999694824219,121.40000915527344,119.19999694824219,0.02127659574468077,0.01006715275469161,-0.009143857652625043,-0.009643857652625043,28,-9.733707134975182,10083.433867072927
2026-05-20,ERIC-B.ST,2026-05-20 09:35:00,2026-05-20 14:55:00,target,120.80000305175781,119.8499984741211,121.75000762939453,121.75000762939453,0.0012500127156576113,0.007509399560595265,0.007864276106265278,0.007364276106265277,29,7.425719109639124,10090.859586182565
2026-05-20,SHB-A.ST,2026-05-20 10:45:00,2026-05-20 12:25:00,target,132.8000030517578,132.10000610351562,133.5,133.5,0.006076742034540894,0.005677516770228541,0.005271061236115759,0.004771061236115759,30,4.814410901072274,10095.673997083637
2026-05-21,SEB-A.ST,2026-05-21 09:35:00,2026-05-21 11:25:00,target,184.75,183.60000610351562,185.89999389648438,185.89999389648438,0.016307420157898544,0.006263583105961423,0.006224594838887043,0.005724594838887043,31,5.779364325879111,10101.453361409516
2026-05-21,SHB-A.ST,2026-05-21 09:45:00,2026-05-21 17:25:00,close,136.3000030517578,134.8000030517578,137.8000030517578,136.1999969482422,0.019252571615794523,0.010014768651067651,-0.0007337204789177321,-0.001233720478917732,32,-1.2462369878803283,10100.207124421637
2026-05-21,ALFA.ST,2026-05-21 09:50:00,2026-05-21 11:05:00,target,546.0,543.5999755859375,548.4000244140625,548.4000244140625,0.009252405207459624,0.005518764044767144,0.0043956491100045625,0.0038956491100045625,33,3.934686289511489,10104.141810711148
2026-05-22,ERIC-B.ST,2026-05-22 10:20:00,2026-05-22 16:00:00,target,125.4000015258789,123.80000305175781,127.0,127.0,0.02776625306053182,0.013327898673754834,0.012759158330559517,0.012259158330559516,34,12.38682742519343,10116.52863813634
2026-05-22,SEB-A.ST,2026-05-22 11:00:00,2026-05-22 14:10:00,target,186.25,185.39999389648438,187.10000610351562,187.10000610351562,0.009790523433299558,0.004854418473044575,0.004563791159815533,0.004063791159815533,35,4.111145964767913,10120.639784101108
2026-05-25,SEB-A.ST,2026-05-25 09:50:00,2026-05-25 13:30:00,target,189.25,187.89999389648438,190.60000610351562,190.60000610351562,0.012119580253014073,0.005854210427072237,0.00713345365133744,0.00663345365133744,36,6.713479492971645,10127.35326359408
2026-06-01,ERIC-B.ST,2026-06-01 10:25:00,2026-06-01 17:25:00,close,122.30000305175781,121.1500015258789,123.45000457763672,122.69999694824219,0.030046511862174663,0.00784149348969887,0.003270595964867562,0.002770595964867562,37,2.8058804086902094,10130.15914400277
2026-06-02,ERIC-B.ST,2026-06-02 09:55:00,2026-06-02 16:15:00,target,125.19999694824219,123.30000305175781,127.09999084472656,127.09999084472656,0.0184880859196479,0.016626077628747016,0.015175670469623315,0.014675670469623314,38,14.866687740222604,10145.025831742993
2026-06-03,ALFA.ST,2026-06-03 09:45:00,2026-06-03 16:15:00,target,528.5999755859375,520.2000122070312,536.9999389648438,536.9999389648438,0.012815486574635937,0.012302889713042164,0.015890964371678473,0.015390964371678473,39,15.614173112611416,10160.640004855604
2026-06-03,ERIC-B.ST,2026-06-03 10:00:00,2026-06-03 12:05:00,stop,128.35000610351562,127.44999694824219,129.25001525878906,127.44999694824219,0.03186772630003465,0.00627699545636462,-0.0070121473507961385,-0.007512147350796139,40,-7.632822489486929,10153.007182366116
2026-06-04,ALFA.ST,2026-06-04 09:35:00,2026-06-04 17:25:00,close,544.4000244140625,538.2000122070312,550.6000366210938,542.2000122070312,0.03220868407682098,0.009661858210866958,-0.00404116845769642,-0.004541168457696421,41,-4.610651596732622,10148.396530769383
2026-06-05,ALFA.ST,2026-06-05 09:35:00,2026-06-05 12:55:00,close,542.7999877929688,538.4000244140625,547.199951171875,546.4000244140625,0.005200571445025393,0.007429420168309164,0.006632344697964143,0.006132344697964143,42,6.223346565830133,10154.619877335213
2026-06-09,SHB-A.ST,2026-06-09 09:40:00,2026-06-09 17:20:00,stop,134.89999389648438,134.10000610351562,135.69998168945312,134.10000610351562,0.005999158277861127,0.004847083272931485,-0.005930228533461812,-0.0064302285334618126,43,-6.529652648169939,10148.090224687043
2026-06-10,SHB-A.ST,2026-06-10 09:35:00,2026-06-10 10:05:00,target,135.0,134.4499969482422,135.5500030517578,135.5500030517578,0.006336236617137114,0.005206373849987234,0.0040740966796875,0.0035740966796875,44,3.627025557722314,10151.717250244765
2026-06-11,SEB-A.ST,2026-06-11 09:35:00,2026-06-11 12:00:00,target,184.14999389648438,183.1999969482422,185.09999084472656,185.09999084472656,0.004657567690496522,0.005185572947965511,0.005158821502737609,0.004658821502737609,45,4.729503861515262,10156.44675410628
2026-06-12,SEB-A.ST,2026-06-12 09:35:00,2026-06-12 11:05:00,target,187.35000610351562,185.5,189.20001220703125,189.20001220703125,0.011726173029252829,0.008086253369272267,0.009874598576172122,0.009374598576172122,46,9.521261128001271,10165.968015234283
2026-06-12,SHB-A.ST,2026-06-12 09:35:00,2026-06-12 11:50:00,target,136.85000610351562,135.8000030517578,137.90000915527344,137.90000915527344,0.012639382514811892,0.007363770084886312,0.00767265622891955,0.0071726562289195495,47,7.291699380746709,10173.25971461503
2026-06-12,ALFA.ST,2026-06-12 09:55:00,2026-06-12 12:15:00,stop,534.0,530.0,538.0,530.0,0.0015088415212189954,0.008301932856721761,-0.0074906367041198685,-0.007990636704119869,48,-8.129082247614688,10165.130632367414
2026-06-12,ERIC-B.ST,2026-06-12 10:25:00,2026-06-12 12:35:00,stop,115.1500015258789,114.1500015258789,116.1500015258789,114.1500015258789,0.0356016645902153,0.009198382902563917,-0.008684324678669308,-0.009184324678669309,49,-9.33598601287494,10155.79464635454
2026-06-16,SEB-A.ST,2026-06-16 09:55:00,2026-06-16 11:10:00,stop,193.5,192.75,194.25,192.75,0.012558837361754671,0.0038910505836575737,-0.003875968992248069,-0.004375968992248069,50,-4.444144246408642,10151.350502108131
2026-06-17,ALFA.ST,2026-06-17 09:35:00,2026-06-17 12:45:00,target,547.4000244140625,542.7999877929688,552.0000610351562,552.0000610351562,0.025254476122553493,0.007737679258447594,0.00840342786980619,0.00790342786980619,51,8.023046647453246,10159.373548755584
2026-06-18,ALFA.ST,2026-06-18 09:55:00,2026-06-18 12:55:00,close,555.7999877929688,549.7999877929688,561.7999877929688,554.7999877929688,0.011397081262925157,0.011640641244380134,-0.0017992083878427545,-0.0022992083878427545,52,-2.335851687852665,10157.037697067732
2026-06-26,SHB-A.ST,2026-06-26 09:35:00,2026-06-26 17:25:00,close,141.3000030517578,140.5,142.10000610351562,141.60000610351562,0.002496477254880558,0.0056939718986321886,0.0021231638023950783,0.0016231638023950783,53,1.648653592944261,10158.686350660675
2026-06-30,ALFA.ST,2026-06-30 09:40:00,2026-06-30 12:50:00,target,570.5999755859375,567.0,574.199951171875,574.199951171875,0.01355696923309746,0.006701918506117677,0.0063091057482798085,0.005809105748279808,54,5.901288327459456,10164.587638988134
2026-06-30,SEB-A.ST,2026-06-30 10:00:00,2026-06-30 12:50:00,target,191.14999389648438,189.89999389648438,192.39999389648438,192.39999389648438,0.0002618646376379985,0.006319179808322639,0.006539367198080681,0.006039367198080681,55,6.138767716892129,10170.726406705026
2026-06-30,SHB-A.ST,2026-06-30 10:10:00,2026-06-30 15:55:00,target,141.89999389648438,141.14999389648438,142.64999389648438,142.64999389648438,0.0017655366470623601,0.00531349651031543,0.005285412489496766,0.004785412489496765,56,4.867112117390079,10175.593518822416
2026-07-01,SEB-A.ST,2026-07-01 09:55:00,2026-07-01 12:40:00,stop,192.9499969482422,191.8000030517578,194.09999084472656,191.8000030517578,0.009947612023478491,0.0057350929469470735,-0.0059600617500545905,-0.006460061750054591,57,-6.573496247504809,10169.02002257491
