date,equity,trade_number,rolling_peak,drawdown_sek,drawdown_pct
2026-05-06,10145.272784627912,31,10145.272784627912,0.0,0.0
2026-05-07,10127.046848487533,32,10145.272784627912,-18.225936140379417,-0.001796495424745581
2026-05-07,10116.59802931697,33,10145.272784627912,-28.67475531094169,-0.002826415407419014
2026-05-07,10105.445279238163,34,10145.272784627912,-39.827505389748694,-0.0039257205040454934
2026-05-11,10121.721926265793,35,10145.272784627912,-23.55085836211947,-0.002321362753084699
2026-05-11,10126.809497034343,36,10145.272784627912,-18.463287593569476,-0.0018198907003806886
2026-05-11,10127.084776175192,37,10145.272784627912,-18.18800845272017,-0.0017927569656164266
2026-05-12,10110.019558107426,38,10145.272784627912,-35.25322652048635,-0.0034748426453256043
2026-05-13,10122.223069285723,39,10145.272784627912,-23.0497153421893,-0.0022719660507417583
2026-05-13,10111.256289553838,40,10145.272784627912,-34.016495074074555,-0.0033529404084251535
2026-05-19,10119.656030732283,41,10145.272784627912,-25.61675389562879,-0.002524994097195976
2026-05-19,10121.055821194539,42,10145.272784627912,-24.216963433373166,-0.00238701944713271
2026-05-19,10112.38522183964,43,10145.272784627912,-32.88756278827168,-0.003241663727179711
2026-05-19,10102.632981478848,44,10145.272784627912,-42.63980314906439,-0.004202923278087911
2026-05-20,10110.072839346434,45,10145.272784627912,-35.199945281477994,-0.0034695908162087896
2026-05-20,10114.896417008245,46,10145.272784627912,-30.37636761966678,-0.002994140055622041
2026-05-21,10120.686785390713,47,10145.272784627912,-24.58599923719885,-0.0024233945956043668
2026-05-21,10119.438175535928,48,10145.272784627912,-25.83460909198402,-0.002546467664341967
2026-05-21,10128.432636756872,49,10145.272784627912,-16.840147871040244,-0.001659900943871695
2026-05-21,10132.378318715584,50,10145.272784627912,-12.894465912328087,-0.0012709826720347372
2026-05-21,10135.617534002093,51,10145.272784627912,-9.655250625819463,-0.0009516994595205608
2026-05-22,10148.042948014825,52,10148.042948014825,0.0,0.0
2026-05-22,10152.166900736982,53,10152.166900736982,0.0,0.0
2026-05-25,10158.90129359665,54,10158.90129359665,0.0,0.0
2026-05-25,10164.835407583214,55,10164.835407583214,0.0,0.0
2026-05-29,10156.117842402735,56,10164.835407583214,-8.717565180479141,-0.0008576199053823563
2026-06-01,10144.325478790573,57,10164.835407583214,-20.509928792640494,-0.002017733487090223
2026-06-01,10137.708450016442,58,10164.835407583214,-27.126957566772035,-0.002668706032026291
2026-06-01,10127.473044119215,59,10164.835407583214,-37.36236346399892,-0.0036756486421930523
2026-06-01,10130.278957714248,60,10164.835407583214,-34.5564498689655,-0.0033996074194360126
2026-06-02,10114.942046122671,61,10164.835407583214,-49.89336146054302,-0.004908427875115584
2026-06-02,10129.786401751495,62,10164.835407583214,-35.049005831719114,-0.003448064275155094
2026-06-03,10145.377119911702,63,10164.835407583214,-19.458287671512153,-0.0019142747414282457
2026-06-03,10149.33911183666,64,10164.835407583214,-15.496295746554097,-0.0015245004100109538
2026-06-03,10141.714778744528,65,10164.835407583214,-23.12062883868566,-0.002274569917918856
2026-06-04,10137.10925521851,66,10164.835407583214,-27.72615236470483,-0.0027276538431719732
2026-06-04,10127.76346968471,67,10164.835407583214,-37.071937898503165,-0.0036470770467023073
2026-06-05,10129.249649892885,68,10164.835407583214,-35.58575769032905,-0.00350086905133562
2026-06-05,10135.461254931373,69,10164.835407583214,-29.37415265184063,-0.002889781435115646
2026-06-09,10128.943921715249,70,10164.835407583214,-35.89148586796546,-0.0035309460929577874
2026-06-09,10135.4557455128,71,10164.835407583214,-29.37966207041427,-0.0028903234427678504
2026-06-10,10139.078255385515,72,10164.835407583214,-25.757152197698815,-0.0025339468043411584
2026-06-10,10146.579565322403,73,10164.835407583214,-18.255842260810823,-0.0017959801146599785
2026-06-11,10151.306675628219,74,10164.835407583214,-13.528731954995237,-0.0013309346794638799
2026-06-11,10153.040686747683,75,10164.835407583214,-11.794720835530825,-0.0011603454815147796
2026-06-12,10160.32311380011,76,10164.835407583214,-4.512293783103814,-0.0004439121345474195
2026-06-12,10169.848008859719,77,10169.848008859719,0.0,0.0
2026-06-12,10179.408705794915,78,10179.408705794915,0.0,0.0
2026-06-12,10171.274710111838,79,10179.408705794915,-8.133995683076137,-0.0007990636704119369
2026-06-12,10161.933081178478,80,10179.408705794915,-17.475624616436107,-0.001716762252260029
2026-06-15,10150.643842975167,81,10179.408705794915,-28.764862819747577,-0.002825789164293213
2026-06-15,10142.742061716506,82,10179.408705794915,-36.66664407840835,-0.0036020406624930335
2026-06-16,10149.606946559019,83,10179.408705794915,-29.801759235895588,-0.002927651310329016
2026-06-16,10145.165510030854,84,10179.408705794915,-34.24319576406015,-0.0033639670784184617
2026-06-17,10153.183668414433,85,10179.408705794915,-26.225037380481808,-0.0025762829785538344
2026-06-17,10166.362277780547,86,10179.408705794915,-13.046428014367848,-0.001281648904316146
2026-06-17,10175.813241224361,87,10179.408705794915,-3.595464570553304,-0.00035320956987472396
2026-06-18,10182.699663673655,88,10182.699663673655,0.0,0.0
2026-06-18,10180.358448825895,89,10182.699663673655,-2.3412148477600567,-0.00022992083878425884
2026-06-22,10189.657098002515,90,10189.657098002515,0.0,0.0
2026-06-25,10190.982596667145,91,10190.982596667145,0.0,0.0
2026-06-26,10192.63676007332,92,10192.63676007332,0.0,0.0
2026-06-30,10197.878247648096,93,10197.878247648096,0.0,0.0
2026-06-30,10197.854893728445,94,10197.878247648096,-0.023353919650617172,-2.290076335786928e-06
2026-06-30,10203.778935476774,95,10203.778935476774,0.0,0.0
2026-06-30,10209.941372256711,96,10209.941372256711,0.0,0.0
2026-06-30,10214.827250352695,97,10214.827250352695,0.0,0.0
2026-07-01,10208.228408872354,98,10214.827250352695,-6.598841480341434,-0.0006460061750054313
2026-07-02,10214.670651111945,99,10214.827250352695,-0.15659924075043818,-1.5330581410011312e-05
