date,ticker,entry_time,exit_time,exit_reason,entry_price,stop_price,target_price,exit_price,gap,opening_range_pct,gross_return,net_return,position_size_sek,pnl_sek,equity_after_trade
2026-04-10,ALFA.ST,2026-04-10 09:35:00,2026-04-10 17:25:00,close,548.5999755859375,543.5999755859375,553.5999755859375,548.4000244140625,0.004428089324838513,0.008830112295260983,-0.00036447535685990573,-0.0008644753568599057,3333.3333333333335,-2.8815845228663526,9997.118415477134
2026-04-10,SHB-A.ST,2026-04-10 09:35:00,2026-04-10 12:40:00,target,128.1999969482422,127.4000015258789,128.99999237060547,128.99999237060547,0.004728120306592309,0.006279398844440287,0.006240214051535853,0.005740214051535852,3333.3333333333335,19.134046838452843,10016.252462315588
2026-04-13,ALFA.ST,2026-04-13 09:40:00,2026-04-13 15:50:00,target,549.0,544.4000244140625,553.5999755859375,553.5999755859375,0.0014694852261070146,0.008817023471178187,0.008378826203893519,0.007878826203893519,3338.7508207718624,26.30543745496834,10042.557899770556
2026-04-13,SEB-A.ST,2026-04-13 09:40:00,2026-04-13 15:45:00,target,180.35000610351562,178.9499969482422,181.75001525878906,181.75001525878906,0.0011123300603315123,0.006705766799142587,0.007762734171851804,0.0072627341718518035,3338.7508207718624,24.24845967731806,10066.806359447874
2026-04-13,SHB-A.ST,2026-04-13 09:40:00,2026-04-13 17:25:00,close,128.9499969482422,127.94999694824219,129.9499969482422,129.60000610351562,0.007058775658701055,0.007034069376629315,0.005040784572754475,0.004540784572754475,3338.7508207718624,15.160548219232213,10081.966907667105
2026-04-14,SHB-A.ST,2026-04-14 09:35:00,2026-04-14 15:00:00,target,131.0,130.39999389648438,131.60000610351562,131.60000610351562,0.016744620385315434,0.004984733019155252,0.004580199263477969,0.004080199263477968,3360.6556358890352,13.712144650357525,10095.679052317462
2026-04-14,ATCO-A.ST,2026-04-14 09:40:00,2026-04-14 17:25:00,close,182.75,181.0,184.5,183.35000610351562,0.02259887005649719,0.00911598837836669,0.003283207132780408,0.002783207132780408,3360.6556358890352,9.35340073662504,10105.032453054087
2026-04-14,ALFA.ST,2026-04-14 09:45:00,2026-04-14 10:10:00,stop,558.7999877929688,556.7999877929688,560.7999877929688,556.7999877929688,0.02384446021447162,0.003951171435458534,-0.0035790981454727477,-0.004079098145472748,3360.6556358890352,-13.708444171927503,10091.32400888216
2026-04-15,ATCO-A.ST,2026-04-15 09:40:00,2026-04-15 10:25:00,target,184.25,183.14999389648438,185.35000610351562,185.35000610351562,0.012983459135445408,0.006006039531387231,0.005970182380003353,0.005470182380003352,3363.7746696273866,18.400460928097328,10109.724469810257
2026-04-21,ERIC-B.ST,2026-04-21 09:55:00,2026-04-21 10:55:00,target,108.94999694824219,108.05000305175781,109.84999084472656,109.84999084472656,0.019294146369485343,0.0069412307155671815,0.008260614242255881,0.007760614242255881,3369.908156603419,26.152557235230752,10135.877027045488
2026-04-21,SHB-A.ST,2026-04-21 10:15:00,2026-04-21 10:25:00,target,132.9499969482422,132.1999969482422,133.6999969482422,133.6999969482422,0.006454108756355437,0.004916862104981101,0.005641218632686185,0.005141218632686184,3369.908156603419,17.32543460517065,10153.202461650659
2026-04-27,ERIC-B.ST,2026-04-27 09:40:00,2026-04-27 11:20:00,target,105.44999694824219,104.55000305175781,106.34999084472656,106.34999084472656,0.003354082215994314,0.006695331686366934,0.008534793006453212,0.008034793006453211,3384.4008205502196,27.192960043991413,10180.39542169465
2026-04-27,SHB-A.ST,2026-04-27 09:45:00,2026-04-27 13:20:00,target,130.1999969482422,129.5,130.89999389648438,130.89999389648438,0.003098325930082746,0.0046332517645995,0.005376320773037069,0.004876320773037068,3384.4008205502196,16.503424025532734,10196.898845720183
2026-04-28,SHB-A.ST,2026-04-28 09:55:00,2026-04-28 17:25:00,close,131.25,130.14999389648438,132.35000610351562,130.9499969482422,0.00694975981841206,0.008451833692673993,-0.0022857375372024036,-0.0027857375372024036,3398.9662819067275,-9.468627959192858,10187.43021776099
2026-04-28,SEB-A.ST,2026-04-28 11:00:00,2026-04-28 13:25:00,stop,179.89999389648438,179.14999389648438,180.64999389648438,179.14999389648438,0.00840807203654026,0.004186436090158896,-0.004168982909646735,-0.004668982909646735,3398.9662819067275,-15.869715480688017,10171.560502280301
2026-04-30,ERIC-B.ST,2026-04-30 10:00:00,2026-04-30 12:15:00,target,107.0999984741211,105.75,108.44999694824219,108.44999694824219,0.005188708035451128,0.011820330969267046,0.012605027949158076,0.012105027949158076,3390.520167426767,41.042341388885134,10212.602843669187
2026-05-04,SEB-A.ST,2026-05-04 09:40:00,2026-05-04 11:35:00,stop,182.4499969482422,180.4499969482422,184.4499969482422,180.4499969482422,0.015712699773900995,0.008312552094031034,-0.010961907555237516,-0.011461907555237516,3404.200947889729,-39.018636564164,10173.584207105023
2026-05-06,ALFA.ST,2026-05-06 09:35:00,2026-05-06 13:50:00,target,559.2000122070312,552.4000244140625,566.0,566.0,0.018362101447472412,0.011947819142365423,0.012160206803520701,0.0116602068035207,3391.1947357016743,39.54203192929225,10213.126239034314
2026-05-06,ATCO-A.ST,2026-05-06 09:35:00,2026-05-06 10:50:00,target,180.4499969482422,177.0,183.89999389648438,183.89999389648438,0.03508771929824572,0.018079078803628246,0.0191188529043409,0.0186188529043409,3391.1947357016743,63.14015595400468,10276.266394988319
2026-05-06,SEB-A.ST,2026-05-06 09:40:00,2026-05-06 10:50:00,target,182.9499969482422,181.5,184.39999389648438,184.39999389648438,0.019932552898989986,0.008264462809917328,0.007925646200761527,0.0074256462007615265,3391.1947357016743,25.181812305205625,10301.448207293524
2026-05-07,ATCO-A.ST,2026-05-07 09:35:00,2026-05-07 10:55:00,stop,188.9499969482422,185.64999389648438,192.25,185.64999389648438,0.05225988700564965,0.017775400809320052,-0.017464954247454978,-0.01796495424745498,3433.8160690978416,-61.688348575518425,10239.759858718005
2026-05-07,ALFA.ST,2026-05-07 09:35:00,2026-05-07 10:35:00,stop,570.4000244140625,564.7999877929688,576.0000610351562,564.7999877929688,0.025604062084620294,0.009915079217647671,-0.009817735591519883,-0.010317735591519883,3433.8160690978416,-35.4292062708637,10204.33065244714
2026-05-11,ERIC-B.ST,2026-05-11 09:55:00,2026-05-11 15:30:00,target,111.4000015258789,109.55000305175781,113.25,113.25,0.0013655123164544314,0.015974440449565197,0.016606808337352952,0.01610680833735295,3401.4435508157135,54.78639934331396,10259.117051790456
2026-05-11,SHB-A.ST,2026-05-11 10:10:00,2026-05-11 17:25:00,close,129.5500030517578,128.64999389648438,130.45001220703125,129.64999389648438,0.006614833490393934,0.006995796330916404,0.0007718320522664968,0.00027183205226649675,3401.4435508157135,0.9246213810868753,10260.041673171543
