date,ticker,entry_time,exit_time,exit_reason,entry_price,stop_price,target_price,exit_price,gap,opening_range_pct,gross_return,net_return,position_size_sek,pnl_sek,equity_after_trade
2026-04-10,ALFA.ST,2026-04-10 09:35:00,2026-04-10 17:25:00,close,548.5999755859375,543.5999755859375,553.5999755859375,548.4000244140625,0.004428089324838513,0.008830112295260983,-0.00036447535685990573,-0.0008644753568599057,5000.0,-4.322376784299529,9995.6776232157
2026-04-10,SHB-A.ST,2026-04-10 09:35:00,2026-04-10 12:40:00,target,128.1999969482422,127.4000015258789,128.99999237060547,128.99999237060547,0.004728120306592309,0.006279398844440287,0.006240214051535853,0.005740214051535852,5000.0,28.701070257679262,10024.37869347338
2026-04-13,ALFA.ST,2026-04-13 09:40:00,2026-04-13 15:50:00,target,549.0,544.4000244140625,553.5999755859375,553.5999755859375,0.0014694852261070146,0.008817023471178187,0.008378826203893519,0.007878826203893519,5012.18934673669,39.49016876394497,10063.868862237325
2026-04-13,SEB-A.ST,2026-04-13 09:40:00,2026-04-13 15:45:00,target,180.35000610351562,178.9499969482422,181.75001525878906,181.75001525878906,0.0011123300603315123,0.006705766799142587,0.007762734171851804,0.0072627341718518035,5012.18934673669,36.40219884433613,10100.271061081661
2026-04-14,SHB-A.ST,2026-04-14 09:35:00,2026-04-14 15:00:00,target,131.0,130.39999389648438,131.60000610351562,131.60000610351562,0.016744620385315434,0.004984733019155252,0.004580199263477969,0.004080199263477968,5050.135530540831,20.605559272176617,10120.876620353838
2026-04-14,ATCO-A.ST,2026-04-14 09:40:00,2026-04-14 17:25:00,close,182.75,181.0,184.5,183.35000610351562,0.02259887005649719,0.00911598837836669,0.003283207132780408,0.002783207132780408,5050.135530540831,14.05557323010901,10134.932193583947
2026-04-15,ATCO-A.ST,2026-04-15 09:40:00,2026-04-15 10:25:00,target,184.25,183.14999389648438,185.35000610351562,185.35000610351562,0.012983459135445408,0.006006039531387231,0.005970182380003353,0.005470182380003352,5067.4660967919735,27.719963753935815,10162.652157337883
2026-04-21,ERIC-B.ST,2026-04-21 09:55:00,2026-04-21 10:55:00,target,108.94999694824219,108.05000305175781,109.84999084472656,109.84999084472656,0.019294146369485343,0.0069412307155671815,0.008260614242255881,0.007760614242255881,5081.326078668942,39.43421153566442,10202.086368873548
2026-04-21,SHB-A.ST,2026-04-21 10:15:00,2026-04-21 10:25:00,target,132.9499969482422,132.1999969482422,133.6999969482422,133.6999969482422,0.006454108756355437,0.004916862104981101,0.005641218632686185,0.005141218632686184,5081.326078668942,26.124208314406985,10228.210577187954
2026-04-27,ERIC-B.ST,2026-04-27 09:40:00,2026-04-27 11:20:00,target,105.44999694824219,104.55000305175781,106.34999084472656,106.34999084472656,0.003354082215994314,0.006695331686366934,0.008534793006453212,0.008034793006453211,5114.105288593977,41.09077740706027,10269.301354595014
2026-04-27,SHB-A.ST,2026-04-27 09:45:00,2026-04-27 13:20:00,target,130.1999969482422,129.5,130.89999389648438,130.89999389648438,0.003098325930082746,0.0046332517645995,0.005376320773037069,0.004876320773037068,5114.105288593977,24.938017854269543,10294.239372449283
2026-04-28,SHB-A.ST,2026-04-28 09:55:00,2026-04-28 17:25:00,close,131.25,130.14999389648438,132.35000610351562,130.9499969482422,0.00694975981841206,0.008451833692673993,-0.0022857375372024036,-0.0027857375372024036,5147.119686224642,-14.338524518389441,10279.900847930894
2026-04-28,SEB-A.ST,2026-04-28 11:00:00,2026-04-28 13:25:00,stop,179.89999389648438,179.14999389648438,180.64999389648438,179.14999389648438,0.00840807203654026,0.004186436090158896,-0.004168982909646735,-0.004668982909646735,5147.119686224642,-24.031813848889115,10255.869034082005
2026-04-30,ERIC-B.ST,2026-04-30 10:00:00,2026-04-30 12:15:00,target,107.0999984741211,105.75,108.44999694824219,108.44999694824219,0.005188708035451128,0.011820330969267046,0.012605027949158076,0.012105027949158076,5127.934517041002,62.073790650233754,10317.94282473224
2026-05-04,SEB-A.ST,2026-05-04 09:40:00,2026-05-04 11:35:00,stop,182.4499969482422,180.4499969482422,184.4499969482422,180.4499969482422,0.015712699773900995,0.008312552094031034,-0.010961907555237516,-0.011461907555237516,5158.97141236612,-59.131653408653584,10258.811171323587
2026-05-06,ALFA.ST,2026-05-06 09:35:00,2026-05-06 13:50:00,target,559.2000122070312,552.4000244140625,566.0,566.0,0.018362101447472412,0.011947819142365423,0.012160206803520701,0.0116602068035207,5129.405585661793,59.809929907950725,10318.621101231538
2026-05-06,ATCO-A.ST,2026-05-06 09:35:00,2026-05-06 10:50:00,target,180.4499969482422,177.0,183.89999389648438,183.89999389648438,0.03508771929824572,0.018079078803628246,0.0191188529043409,0.0186188529043409,5129.405585661793,95.50364808614151,10414.12474931768
2026-05-07,ATCO-A.ST,2026-05-07 09:35:00,2026-05-07 10:55:00,stop,188.9499969482422,185.64999389648438,192.25,185.64999389648438,0.05225988700564965,0.017775400809320052,-0.017464954247454978,-0.01796495424745498,5207.06237465884,-93.54463732439034,10320.58011199329
2026-05-07,ALFA.ST,2026-05-07 09:35:00,2026-05-07 10:35:00,stop,570.4000244140625,564.7999877929688,576.0000610351562,564.7999877929688,0.025604062084620294,0.009915079217647671,-0.009817735591519883,-0.010317735591519883,5207.06237465884,-53.72509279028155,10266.855019203007
2026-05-11,ERIC-B.ST,2026-05-11 09:55:00,2026-05-11 15:30:00,target,111.4000015258789,109.55000305175781,113.25,113.25,0.0013655123164544314,0.015974440449565197,0.016606808337352952,0.01610680833735295,5133.4275096015035,82.68313301084649,10349.538152213854
2026-05-11,SHB-A.ST,2026-05-11 10:10:00,2026-05-11 17:25:00,close,129.5500030517578,128.64999389648438,130.45001220703125,129.64999389648438,0.006614833490393934,0.006995796330916404,0.0007718320522664968,0.00027183205226649675,5133.4275096015035,1.3954301350962681,10350.933582348951
