r_multiple,max_opening_range,min_gap,breakout_start,breakout_end,trades,final_equity,total_return,win_rate,avg_trade,max_drawdown,profit_factor
1.0,0.01,0.005,09:35,11:00,53,10079.590670452137,0.007959067045213652,0.6792452830188679,0.001497774886272308,-0.002966693353714911,1.693701892486543
1.0,0.02,0.01,09:35,10:00,49,10079.340644985918,0.007934064498591686,0.6326530612244898,0.001617146376059798,-0.005604211912677015,1.4965819945648284
1.0,0.03,0.01,09:35,10:00,49,10079.340644985918,0.007934064498591686,0.6326530612244898,0.001617146376059798,-0.005604211912677015,1.4965819945648284
0.5,0.02,0.0,09:35,11:00,99,10078.846821263029,0.007884682126302778,0.7676767676767676,0.0007951062245926436,-0.005383233380094388,1.381182046674821
0.5,0.01,0.0025,09:35,11:00,60,10076.163167332375,0.007616316733237483,0.8333333333333334,0.0012655381868070582,-0.0021258174462597257,1.9819866420563332
1.0,0.01,0.0025,09:35,10:00,45,10074.821036002175,0.0074821036002175045,0.6666666666666666,0.0016585592445640803,-0.002592256696301698,1.7867995341368168
1.0,0.01,0.01,09:35,10:30,32,10073.426062423685,0.007342606242368488,0.75,0.0022884089927278223,-0.0021258174462596147,2.205200244707404
1.0,0.015,0.005,09:35,10:00,58,10073.23054342514,0.007323054342514013,0.603448275862069,0.0012611023968188734,-0.003727642734042247,1.4379914857358616
0.5,0.015,0.0,09:35,10:00,74,10072.779142288007,0.0072779142288006415,0.7702702702702703,0.0009814249331519562,-0.00397276940718605,1.5396160708115885
1.5,0.03,0.0,09:35,10:30,96,10072.066588947058,0.007206658894705731,0.53125,0.0007527139676707985,-0.009475678578831137,1.2059659780879484
0.5,0.015,0.0025,09:35,11:00,81,10071.974612782573,0.007197461278257267,0.7654320987654321,0.0008868629548252695,-0.003963619430333298,1.4773209223558854
0.5,0.03,0.0,09:35,10:00,83,10071.021450933978,0.007102145093397905,0.7590361445783133,0.0008548138164705094,-0.005706939164933811,1.3781277570193462
1.5,0.02,0.0,09:35,10:30,93,10070.984008286126,0.007098400828612572,0.5268817204301075,0.0007651071148757955,-0.010641239877280162,1.2138816149056317
1.0,0.01,0.01,09:35,10:00,28,10070.198134476506,0.00701981344765068,0.75,0.0025006069450675445,-0.0021258174462598367,2.358539360039399
2.0,0.03,0.0025,09:35,11:00,88,10069.177703507079,0.006917770350707952,0.5227272727272727,0.0007878745498303016,-0.006281448547462709,1.2295670983128606
0.5,0.02,0.0,09:35,10:00,80,10069.032318646252,0.006903231864625159,0.7625,0.0008618451049302658,-0.005404036172556248,1.4064651087054745
2.0,0.03,0.0,09:35,10:30,96,10068.5950288087,0.006859502880870005,0.5208333333333334,0.0007170686163041907,-0.010138112598547577,1.195819686195059
2.0,0.02,0.0,09:35,10:30,93,10067.512821283095,0.006751282128309555,0.5161290322580645,0.0007283119134651034,-0.011792508244229283,1.2031916592782455
0.5,0.015,0.0,09:35,10:30,87,10066.070352773788,0.0066070352773788255,0.7586206896551724,0.0007584576719607192,-0.004969254647976706,1.3847907464525222
1.0,0.015,0.01,09:35,10:00,44,10065.960091049557,0.006596009104955725,0.6363636363636364,0.0014974234811418715,-0.0028724863301143877,1.5289978284659804
1.5,0.03,0.0025,09:35,11:00,88,10064.461771350476,0.006446177135047693,0.5227272727272727,0.000734396553391389,-0.005712395920386748,1.2139196593872714
0.5,0.03,0.0,09:35,10:30,96,10064.313832097805,0.006431383209780428,0.75,0.0006698949913998969,-0.006209525706452501,1.2863149257419597
0.5,0.03,0.0025,09:35,10:30,82,10064.079778821815,0.006407977882181504,0.7439024390243902,0.0007809962405082962,-0.005083400612347355,1.3452842470374557
0.5,0.02,0.0,09:35,10:30,93,10062.326024635107,0.00623260246351065,0.7526881720430108,0.000669978288190958,-0.006202562240694487,1.3015828063162946
1.0,0.01,0.005,09:35,10:30,48,10061.142587623064,0.006114258762306424,0.6666666666666666,0.0012719752491802336,-0.002966693353715244,1.5560768050548333
0.5,0.02,0.0025,09:35,11:00,86,10060.377569179636,0.00603775691796371,0.7558139534883721,0.0007017983548063591,-0.005083400612347466,1.3252129690613663
0.5,0.01,0.0025,09:35,10:30,54,10059.64676963039,0.0059646769630390395,0.8148148148148148,0.0011023102921390903,-0.0021258174462597257,1.7698479778602703
0.5,0.015,0.0025,09:35,10:30,75,10055.46508077257,0.005546508077256984,0.7466666666666667,0.0007390448521057895,-0.003963619430333409,1.3682029448566468
0.5,0.01,0.005,09:35,11:00,53,10054.72707326509,0.005472707326509063,0.8113207547169812,0.0010307932773985053,-0.0021258174462597257,1.7068308566532768
0.5,0.01,0.0025,09:35,10:00,45,10053.35256807143,0.005335256807142974,0.8222222222222222,0.0011834653235492625,-0.0021258174462598367,1.8657867252936107
1.5,0.015,0.0,09:35,10:00,74,10052.276869994828,0.005227686999482728,0.5135135135135135,0.0007083105671246374,-0.007953106827476852,1.212759059581058
1.0,0.01,0.005,09:35,10:00,40,10052.240002447174,0.005224000244717253,0.65,0.0013047373007119944,-0.002592256696301809,1.5553796969199924
0.5,0.03,0.0025,09:35,10:00,72,10051.872725436784,0.005187272543678345,0.7361111111111112,0.0007207402269528691,-0.005649522217595404,1.3058266479904956
1.5,0.015,0.0,09:35,11:00,93,10051.086891367746,0.005108689136774647,0.5268817204301075,0.0005513475681355913,-0.00903486530928832,1.1682743343236706
2.0,0.02,0.0025,09:35,11:00,86,10049.879600535103,0.004987960053510321,0.5116279069767442,0.0005829622198081842,-0.007942289989566476,1.1656852403461881
1.5,0.03,0.0025,09:35,10:00,72,10049.049105414606,0.004904910541460694,0.5,0.0006842911568476187,-0.007078102452359736,1.1856620041115193
2.0,0.015,0.0,09:35,11:00,93,10047.82934590861,0.004782934590860988,0.5161290322580645,0.0005167379781429747,-0.01091209276002103,1.1573832770741972
2.0,0.03,0.0025,09:35,10:00,72,10046.603638233655,0.004660363823365543,0.5,0.0006506398856017762,-0.0081916265378571,1.176477545309858
1.5,0.02,0.0025,09:35,11:00,86,10045.172706707835,0.0045172706707834465,0.5116279069767442,0.000528240549033483,-0.007175176789424587,1.1500521418421992
0.5,0.02,0.0025,09:35,10:30,80,10043.887046526788,0.004388704652678932,0.7375,0.000549339038505428,-0.005237136912787155,1.2366022108305004
0.5,0.015,0.0025,09:35,10:00,65,10043.26847643815,0.004326847643814968,0.7384615384615385,0.0006658456696440078,-0.004659289984972892,1.3212560745864617
0.5,0.01,0.005,09:35,10:30,48,10042.587277694112,0.004258727769411275,0.7916666666666666,0.0008864465059704869,-0.0021258174462599477,1.5504598486042913
2.0,0.03,0.0025,09:35,10:30,82,10042.072188455897,0.004207218845589722,0.5121951219512195,0.0005165478778537328,-0.009419185218793591,1.1432730915642961
2.0,0.015,0.0,09:35,10:00,74,10041.86813363069,0.004186813363069142,0.5,0.0005684774983997956,-0.009673587528949534,1.170253865272271
1.5,0.03,0.0025,09:35,10:30,82,10040.873964021452,0.00408739640214506,0.5121951219512195,0.0005018083670055336,-0.00830703933920185,1.1391820517703033
2.0,0.01,0.0,09:35,11:00,71,10039.098622275716,0.003909862227571725,0.5352112676056338,0.0005524451700074057,-0.007812274013166864,1.1891926820081133
0.5,0.01,0.005,09:35,10:00,40,10038.575160599916,0.003857516059991628,0.8,0.000963595259248676,-0.0021258174462597257,1.6267808260038985
0.5,0.015,0.005,09:35,11:00,72,10038.133607952159,0.003813360795215992,0.7361111111111112,0.0005301773538900907,-0.003963619430333631,1.2535036649951596
0.5,0.03,0.005,09:35,11:00,78,10037.932953099531,0.003793295309953093,0.7307692307692307,0.00048742114535202456,-0.005308518621355063,1.2047884265131756
1.5,0.01,0.0,09:35,11:00,71,10036.760380953094,0.003676038095309364,0.5492957746478874,0.0005193574003131859,-0.007161501836746242,1.1781759964822243
2.0,0.015,0.0025,09:35,11:00,81,10031.9133368733,0.0031913336873299336,0.5061728395061729,0.00039699367080387317,-0.00896328666028634,1.1200828691492666
1.5,0.03,0.005,09:35,11:00,78,10031.764125479376,0.003176412547937657,0.5128205128205128,0.00041076835170431394,-0.007421243401561584,1.1125744395911854
